id_zamowienie;id_produkt;id_pracownik;id_klient;data_zakupu;uwagi
5564;140;292;397;28.12.2020;brak
5565;388;47;383;17.04.2021;brak
5566;442;57;396;08.05.2020;brak
5567;111;161;160;28.03.2021;brak
5568;148;238;195;19.07.2020;brak
5569;258;197;52;13.12.2020;brak
5570;429;145;322;25.10.2020;brak
5571;338;227;125;29.12.2020;brak
5572;478;135;260;19.06.2020;brak
5573;108;282;143;05.05.2020;brak
5574;222;232;474;12.11.2020;brak
5575;453;210;80;14.07.2020;brak
5576;400;146;20;22.07.2020;brak
5577;44;140;446;17.05.2020;brak
5578;271;120;25;01.03.2021;brak
5579;87;75;304;07.10.2020;brak
5580;231;83;182;02.04.2021;brak
5581;138;143;480;04.05.2020;brak
5582;66;87;453;09.03.2021;brak
5583;245;284;329;09.11.2020;brak
5584;476;80;417;19.06.2020;brak
5585;162;172;128;14.05.2020;brak
5586;380;119;252;01.12.2020;brak
5587;473;100;391;27.07.2020;brak
5588;384;106;46;20.07.2020;brak
5589;473;243;373;16.02.2021;brak
5590;80;214;348;17.05.2020;brak
5591;77;61;466;13.09.2020;brak
5592;367;272;340;04.02.2021;brak
5593;31;266;335;15.07.2020;brak
5594;220;125;108;04.11.2020;brak
5595;43;1;48;06.09.2020;brak
5596;51;228;27;11.12.2020;brak
5597;331;293;390;10.03.2021;brak
5598;301;249;481;07.12.2020;brak
5599;10;99;60;05.03.2021;brak
5600;382;11;319;27.09.2020;brak
5601;464;6;405;08.12.2020;brak
5602;111;207;91;13.04.2021;brak
5603;307;209;176;06.05.2020;brak
5604;470;191;406;01.05.2021;brak
5605;391;193;88;07.12.2020;brak
5606;224;50;59;17.03.2021;brak
5607;497;282;376;18.12.2020;brak
5608;302;223;340;09.06.2020;brak
5609;419;105;165;24.01.2021;brak
5610;158;100;305;14.07.2020;brak
5611;223;258;254;05.07.2020;brak
5612;261;169;265;01.03.2021;brak
5613;374;186;47;08.02.2021;brak
5614;131;210;207;10.09.2020;brak
5615;205;74;353;01.08.2020;brak
5616;353;197;125;20.12.2020;brak
5617;257;42;429;17.03.2021;brak
5618;187;284;388;06.05.2020;brak
5619;333;154;397;08.04.2021;brak
5620;483;67;101;01.08.2020;brak
5621;227;38;301;18.11.2020;brak
5622;378;260;348;21.04.2021;brak
5623;398;13;132;25.07.2020;brak
5624;11;43;404;07.10.2020;brak
5625;229;58;500;10.03.2021;brak
5626;176;220;415;22.01.2021;brak
5627;450;120;227;23.04.2021;brak
5628;391;93;361;17.07.2020;brak
5629;187;185;386;09.12.2020;brak
5630;247;232;348;12.08.2020;brak
5631;175;232;301;23.08.2020;brak
5632;412;210;290;11.04.2021;brak
5633;460;82;498;06.05.2020;brak
5634;245;284;185;03.03.2021;brak
5635;6;202;115;06.06.2020;brak
5636;278;218;105;02.02.2021;brak
5637;301;260;267;26.11.2020;brak
5638;77;65;379;10.11.2020;brak
5639;143;7;178;13.07.2020;brak
5640;443;188;318;22.01.2021;brak
5641;282;53;372;18.03.2021;brak
5642;71;127;336;06.05.2020;brak
5643;151;54;138;20.02.2021;brak
5644;274;162;422;27.10.2020;brak
5645;229;1;76;01.11.2020;brak
5646;414;128;38;06.11.2020;brak
5647;449;267;481;15.05.2020;brak
5648;191;64;28;03.09.2020;brak
5649;196;109;32;15.02.2021;brak
5650;482;272;175;02.02.2021;brak
5651;102;41;191;28.05.2020;brak
5652;168;299;57;01.06.2020;brak
5653;250;230;313;28.08.2020;brak
5654;346;151;66;12.04.2021;brak
5655;489;156;16;12.02.2021;brak
5656;33;226;123;09.12.2020;brak
5657;427;242;271;15.03.2021;brak
5658;269;220;115;19.07.2020;brak
5659;109;4;191;13.08.2020;brak
5660;92;45;390;08.10.2020;brak
5661;422;234;65;16.11.2020;brak
5662;103;223;99;13.10.2020;brak
5663;109;244;395;24.03.2021;brak
5664;350;292;233;17.09.2020;brak
5665;205;151;431;04.08.2020;brak
5666;143;83;414;11.01.2021;brak
5667;255;78;476;15.04.2021;brak
5668;471;54;75;06.05.2020;brak
5669;399;157;241;29.01.2021;brak
5670;376;220;495;09.12.2020;brak
5671;46;93;119;13.10.2020;brak
5672;305;266;172;14.10.2020;brak
5673;487;288;310;08.03.2021;brak
5674;62;149;205;06.09.2020;brak
5675;74;221;437;22.08.2020;brak
5676;335;58;374;19.09.2020;brak
5677;18;62;362;20.03.2021;brak
5678;287;53;494;02.09.2020;brak
5679;189;146;204;08.12.2020;brak
5680;126;37;183;01.05.2021;brak
5681;376;2;325;25.05.2020;brak
5682;74;214;100;30.05.2020;brak
5683;221;252;195;30.07.2020;brak
5684;10;108;10;14.02.2021;brak
5685;267;244;394;13.10.2020;brak
5686;329;209;22;22.05.2020;brak
5687;222;171;496;29.03.2021;brak
5688;48;300;113;06.07.2020;brak
5689;104;197;185;10.10.2020;brak
5690;320;142;408;25.07.2020;brak
5691;324;139;170;29.12.2020;brak
5692;481;259;125;10.06.2020;brak
5693;489;87;30;19.12.2020;brak
5694;416;26;65;22.08.2020;brak
5695;259;179;172;04.02.2021;brak
5696;440;121;14;03.08.2020;brak
5697;407;157;184;18.03.2021;brak
5698;216;68;351;27.02.2021;brak
5699;164;161;137;25.11.2020;brak
5700;115;24;474;02.06.2020;brak
5701;438;299;69;02.04.2021;brak
5702;67;207;228;29.05.2020;brak
5703;138;225;274;05.09.2020;brak
5704;103;271;16;16.11.2020;brak
5705;203;101;444;03.08.2020;brak
5706;161;64;292;08.01.2021;brak
5707;12;242;346;18.06.2020;brak
5708;107;41;369;28.09.2020;brak
5709;323;174;337;25.04.2021;brak
5710;281;279;145;04.07.2020;brak
5711;117;22;433;24.01.2021;brak
5712;335;172;4;16.11.2020;brak
5713;297;164;62;12.03.2021;brak
5714;485;107;326;22.04.2021;brak
5715;237;108;161;25.11.2020;brak
5716;396;266;36;20.06.2020;brak
5717;41;122;383;07.04.2021;brak
5718;219;76;169;27.07.2020;brak
5719;349;164;307;09.01.2021;brak
5720;73;62;21;03.03.2021;brak
5721;126;233;111;03.12.2020;brak
5722;345;127;413;24.08.2020;brak
5723;420;251;264;24.11.2020;brak
5724;439;253;439;11.10.2020;brak
5725;132;141;220;30.06.2020;brak
5726;5;283;396;12.10.2020;brak
5727;9;163;295;24.01.2021;brak
5728;459;296;463;15.09.2020;brak
5729;303;209;424;02.06.2020;brak
5730;318;80;292;27.12.2020;brak
5731;123;57;110;05.06.2020;brak
5732;252;276;98;02.12.2020;brak
5733;132;191;188;22.09.2020;brak
5734;109;160;492;02.07.2020;brak
5735;151;252;18;22.11.2020;brak
5736;218;20;45;18.05.2020;brak
5737;407;191;69;21.02.2021;brak
5738;431;154;259;11.08.2020;brak
5739;48;199;329;13.02.2021;brak
5740;155;246;338;17.11.2020;brak
5741;29;201;262;09.07.2020;brak
5742;162;44;99;18.08.2020;brak
5743;88;290;108;31.12.2020;brak
5744;58;226;26;20.02.2021;brak
5745;437;259;44;04.06.2020;brak
5746;358;83;256;01.08.2020;brak
5747;202;226;120;26.04.2021;brak
5748;486;142;313;21.07.2020;brak
5749;180;73;239;15.04.2021;brak
5750;270;173;478;19.02.2021;brak
5751;210;179;304;13.10.2020;brak
5752;98;40;36;07.10.2020;brak
5753;137;168;47;07.06.2020;brak
5754;32;299;130;12.02.2021;brak
5755;468;142;342;29.06.2020;brak
5756;369;232;485;10.05.2020;brak
5757;60;263;135;17.09.2020;brak
5758;235;165;3;07.05.2020;brak
5759;327;132;175;02.10.2020;brak
5760;378;119;109;01.04.2021;brak
5761;368;63;311;06.03.2021;brak
5762;234;120;270;12.03.2021;brak
5763;422;177;375;13.06.2020;brak
5764;479;32;488;28.09.2020;brak
5765;329;299;388;28.12.2020;brak
5766;457;199;292;19.12.2020;brak
5767;32;156;453;19.11.2020;brak
5768;483;246;254;30.06.2020;brak
5769;10;203;268;25.12.2020;brak
5770;359;123;196;09.01.2021;brak
5771;171;87;102;14.12.2020;brak
5772;330;260;345;02.06.2020;brak
5773;451;53;435;06.03.2021;brak
5774;249;189;247;18.12.2020;brak
5775;317;28;34;30.08.2020;brak
5776;273;135;425;26.01.2021;brak
5777;325;71;424;24.08.2020;brak
5778;440;282;356;05.11.2020;brak
5779;421;105;6;25.05.2020;brak
5780;108;38;254;13.06.2020;brak
5781;395;122;261;13.06.2020;brak
5782;253;128;125;30.01.2021;brak
5783;243;75;397;19.02.2021;brak
5784;104;163;324;01.10.2020;brak
5785;317;76;283;08.04.2021;brak
5786;376;74;356;18.12.2020;brak
5787;45;88;24;19.06.2020;brak
5788;227;69;413;21.06.2020;brak
5789;121;298;218;16.07.2020;brak
5790;302;193;297;21.08.2020;brak
5791;23;223;259;31.03.2021;brak
5792;430;162;465;08.01.2021;brak
5793;127;209;127;09.03.2021;brak
5794;201;232;474;10.04.2021;brak
5795;215;33;8;12.02.2021;brak
5796;20;192;112;13.05.2020;brak
5797;262;84;107;01.09.2020;brak
5798;65;201;252;24.09.2020;brak
5799;210;183;427;14.10.2020;brak
5800;188;153;243;13.02.2021;brak
5801;342;19;100;07.06.2020;brak
5802;13;204;401;24.04.2021;brak
5803;16;202;342;13.07.2020;brak
5804;89;70;166;20.03.2021;brak
5805;398;68;358;21.12.2020;brak
5806;181;195;72;24.08.2020;brak
5807;455;147;336;08.07.2020;brak
5808;38;101;159;20.09.2020;brak
5809;188;269;375;04.06.2020;brak
5810;147;147;4;09.12.2020;brak
5811;91;27;135;17.03.2021;brak
5812;59;278;386;01.05.2021;brak
5813;15;243;47;04.07.2020;brak
5814;16;223;171;20.08.2020;brak
5815;494;119;213;03.06.2020;brak
5816;408;173;150;29.07.2020;brak
5817;75;178;163;15.08.2020;brak
5818;111;86;385;06.01.2021;brak
5819;117;75;54;12.09.2020;brak
5820;399;169;179;05.07.2020;brak
5821;260;179;225;29.06.2020;brak
5822;135;95;10;14.05.2020;brak
5823;127;64;180;02.09.2020;brak
5824;300;202;350;12.04.2021;brak
5825;357;162;189;18.09.2020;brak
5826;224;208;192;15.09.2020;brak
5827;178;293;326;06.07.2020;brak
5828;370;273;460;07.01.2021;brak
5829;374;110;307;30.09.2020;brak
5830;395;139;194;10.05.2020;brak
5831;112;67;411;13.07.2020;brak
5832;183;241;8;13.05.2020;brak
5833;72;233;280;27.02.2021;brak
5834;396;143;126;12.05.2020;brak
5835;82;84;410;27.09.2020;brak
5836;92;176;339;26.01.2021;brak
5837;44;74;75;05.03.2021;brak
5838;103;131;388;04.11.2020;brak
5839;309;240;469;31.05.2020;brak
5840;312;92;417;05.02.2021;brak
5841;48;86;200;13.03.2021;brak
5842;153;231;340;06.11.2020;brak
5843;468;130;142;26.12.2020;brak
5844;487;118;109;12.09.2020;brak
5845;434;49;319;19.05.2020;brak
5846;230;182;136;16.10.2020;brak
5847;69;62;96;09.02.2021;brak
5848;162;196;157;20.04.2021;brak
5849;271;148;451;01.02.2021;brak
5850;74;36;499;02.06.2020;brak
5851;265;158;253;02.01.2021;brak
5852;324;215;252;30.03.2021;brak
5853;459;155;491;21.11.2020;brak
5854;203;165;276;06.02.2021;brak
5855;14;145;378;17.05.2020;brak
5856;386;26;433;22.07.2020;brak
5857;299;173;158;19.04.2021;brak
5858;388;266;475;02.06.2020;brak
5859;249;256;415;04.09.2020;brak
5860;449;224;324;27.08.2020;brak
5861;450;238;284;13.11.2020;brak
5862;34;48;375;30.08.2020;brak
5863;36;240;239;18.10.2020;brak
5864;191;69;205;01.04.2021;brak
5865;408;214;301;26.05.2020;brak
5866;151;222;468;26.10.2020;brak
5867;412;28;208;24.04.2021;brak
5868;14;289;265;18.07.2020;brak
5869;329;77;120;02.08.2020;brak
5870;486;94;483;12.01.2021;brak
5871;450;85;32;08.02.2021;brak
5872;71;29;187;18.03.2021;brak
5873;483;162;497;07.02.2021;brak
5874;140;97;38;20.08.2020;brak
5875;187;245;348;15.04.2021;brak
5876;317;15;344;30.05.2020;brak
5877;42;50;154;23.06.2020;brak
5878;57;266;229;23.12.2020;brak
5879;204;168;241;14.02.2021;brak
5880;255;34;242;19.03.2021;brak
5881;231;145;262;27.04.2021;brak
5882;136;50;261;07.09.2020;brak
5883;284;262;58;06.04.2021;brak
5884;423;103;333;15.10.2020;brak
5885;54;217;363;21.05.2020;brak
5886;242;16;160;06.01.2021;brak
5887;26;293;463;21.07.2020;brak
5888;468;118;347;16.10.2020;brak
5889;451;76;135;04.01.2021;brak
5890;335;163;184;13.08.2020;brak
5891;72;112;148;15.12.2020;brak
5892;221;289;390;31.01.2021;brak
5893;440;232;279;16.08.2020;brak
5894;348;22;408;07.02.2021;brak
5895;477;131;59;28.06.2020;brak
5896;328;67;244;15.08.2020;brak
5897;13;144;182;22.04.2021;brak
5898;366;100;331;07.11.2020;brak
5899;460;172;47;25.11.2020;brak
5900;2;299;426;21.12.2020;brak
5901;7;293;388;03.05.2021;brak
5902;70;102;474;16.12.2020;brak
5903;399;230;325;10.01.2021;brak
5904;147;52;244;03.12.2020;brak
5905;208;109;52;30.04.2021;brak
5906;269;150;332;05.02.2021;brak
5907;76;179;371;12.07.2020;brak
5908;443;113;112;29.03.2021;brak
5909;357;11;493;13.10.2020;brak
5910;292;27;391;29.04.2021;brak
5911;20;56;279;17.06.2020;brak
5912;11;244;61;26.11.2020;brak
5913;462;254;27;06.02.2021;brak
5914;489;72;58;13.10.2020;brak
5915;449;64;66;20.07.2020;brak
5916;15;83;195;08.04.2021;brak
5917;476;253;291;28.03.2021;brak
5918;129;212;428;07.08.2020;brak
5919;246;124;442;11.03.2021;brak
5920;94;235;98;19.06.2020;brak
5921;266;151;442;24.10.2020;brak
5922;26;188;34;12.12.2020;brak
5923;134;216;152;22.11.2020;brak
5924;79;62;403;02.11.2020;brak
5925;427;30;403;27.02.2021;brak
5926;315;145;361;15.12.2020;brak
5927;385;212;144;24.03.2021;brak
5928;51;1;143;13.08.2020;brak
5929;68;264;495;01.06.2020;brak
5930;440;57;111;03.08.2020;brak
5931;347;51;314;23.11.2020;brak
5932;317;72;284;16.05.2020;brak
5933;268;57;247;01.06.2020;brak
5934;272;118;114;15.11.2020;brak
5935;493;277;179;18.09.2020;brak
5936;347;231;198;13.06.2020;brak
5937;76;271;292;28.09.2020;brak
5938;493;206;235;21.09.2020;brak
5939;439;254;413;22.07.2020;brak
5940;450;152;402;25.02.2021;brak
5941;20;142;114;07.01.2021;brak
5942;31;13;419;25.02.2021;brak
5943;297;232;257;15.11.2020;brak
5944;161;105;233;31.05.2020;brak
5945;134;2;251;12.02.2021;brak
5946;113;256;228;27.11.2020;brak
5947;364;235;488;27.02.2021;brak
5948;273;167;471;17.04.2021;brak
5949;39;31;138;20.08.2020;brak
5950;296;30;437;07.01.2021;brak
5951;36;75;498;18.02.2021;brak
5952;347;36;485;28.02.2021;brak
5953;306;180;106;24.11.2020;brak
5954;490;191;425;14.08.2020;brak
5955;180;100;432;19.09.2020;brak
5956;391;112;416;18.01.2021;brak
5957;460;272;445;30.07.2020;brak
5958;84;175;23;11.03.2021;brak
5959;338;106;364;05.08.2020;brak
5960;418;131;236;29.04.2021;brak
5961;7;174;477;17.12.2020;brak
5962;497;53;478;25.07.2020;brak
5963;43;147;166;29.05.2020;brak
5964;68;90;386;20.11.2020;brak
5965;358;76;99;27.01.2021;brak
5966;376;244;186;03.02.2021;brak
5967;89;62;267;02.10.2020;brak
5968;359;58;456;22.04.2021;brak
5969;462;37;7;10.06.2020;brak
5970;243;141;180;01.12.2020;brak
5971;393;66;244;28.07.2020;brak
5972;378;217;200;05.09.2020;brak
5973;423;178;235;06.10.2020;brak
5974;31;155;115;18.05.2020;brak
5975;226;175;475;21.03.2021;brak
5976;154;259;135;29.01.2021;brak
5977;75;211;433;13.12.2020;brak
5978;15;89;303;01.05.2021;brak
5979;173;253;360;23.12.2020;brak
5980;337;53;20;01.02.2021;brak
5981;307;93;239;18.01.2021;brak
5982;245;23;459;26.12.2020;brak
5983;230;36;34;31.12.2020;brak
5984;150;215;166;17.07.2020;brak
5985;265;264;305;24.06.2020;brak
5986;377;84;64;22.12.2020;brak
5987;249;246;140;05.01.2021;brak
5988;82;37;473;24.10.2020;brak
5989;467;251;229;26.05.2020;brak
5990;341;97;123;16.06.2020;brak
5991;122;91;162;01.07.2020;brak
5992;75;118;466;24.08.2020;brak
5993;36;17;155;14.08.2020;brak
5994;364;40;392;19.11.2020;brak
5995;239;47;376;20.10.2020;brak
5996;140;295;266;22.03.2021;brak
5997;59;67;363;15.08.2020;brak
5998;61;197;98;06.04.2021;brak
5999;89;295;230;07.04.2021;brak
6000;429;116;268;07.06.2020;brak
6001;401;207;405;11.09.2020;brak
6002;130;235;292;18.04.2021;brak
6003;47;130;62;27.08.2020;brak
6004;116;235;189;03.03.2021;brak
6005;398;171;500;03.06.2020;brak
6006;401;151;363;10.06.2020;brak
6007;200;95;330;07.06.2020;brak
6008;216;275;272;03.10.2020;brak
6009;402;101;13;12.10.2020;brak
6010;188;255;99;17.08.2020;brak
6011;386;33;360;29.04.2021;brak
6012;135;165;212;30.12.2020;brak
6013;63;12;191;06.04.2021;brak
6014;279;186;348;03.02.2021;brak
6015;426;37;62;05.08.2020;brak
6016;132;155;11;12.02.2021;brak
6017;117;139;234;23.01.2021;brak
6018;468;239;432;13.01.2021;brak
6019;22;200;376;11.03.2021;brak
6020;267;14;187;21.09.2020;brak
6021;489;232;400;28.02.2021;brak
6022;153;250;499;14.02.2021;brak
6023;24;46;306;09.10.2020;brak
6024;355;124;160;13.05.2020;brak
6025;244;51;415;21.07.2020;brak
6026;498;191;433;08.07.2020;brak
6027;212;130;228;04.02.2021;brak
6028;383;32;426;02.11.2020;brak
6029;127;107;22;31.12.2020;brak
6030;34;45;150;30.12.2020;brak
6031;188;184;494;26.02.2021;brak
6032;260;136;59;06.03.2021;brak
6033;449;147;233;07.05.2020;brak
6034;255;57;467;28.08.2020;brak
6035;60;41;283;16.11.2020;brak
6036;330;92;281;08.09.2020;brak
6037;22;124;111;11.05.2020;brak
6038;115;17;184;11.12.2020;brak
6039;166;63;11;03.06.2020;brak
6040;358;199;476;26.08.2020;brak
6041;94;174;326;24.05.2020;brak
6042;290;111;424;02.10.2020;brak
6043;374;196;187;15.07.2020;brak
6044;244;118;189;11.10.2020;brak
6045;95;270;435;20.01.2021;brak
6046;233;287;103;17.12.2020;brak
6047;198;43;99;14.02.2021;brak
6048;125;140;63;02.07.2020;brak
6049;407;241;303;26.06.2020;brak
6050;23;62;60;31.03.2021;brak
6051;136;254;458;19.09.2020;brak
6052;332;228;331;21.08.2020;brak
6053;472;185;10;23.07.2020;brak
6054;268;36;369;02.04.2021;brak
6055;245;93;231;22.01.2021;brak
6056;382;207;153;03.04.2021;brak
6057;192;205;33;20.02.2021;brak
6058;305;229;273;22.05.2020;brak
6059;60;14;122;03.11.2020;brak
6060;353;80;35;01.05.2021;brak
6061;328;193;173;17.11.2020;brak
6062;197;205;432;27.01.2021;brak
6063;329;111;102;14.07.2020;brak
6064;290;65;445;31.07.2020;brak
6065;108;274;62;28.09.2020;brak
6066;93;91;14;08.05.2020;brak
6067;93;110;61;29.06.2020;brak
6068;181;135;266;19.03.2021;brak
6069;201;72;32;31.10.2020;brak
6070;52;104;161;05.09.2020;brak
6071;121;268;315;21.11.2020;brak
6072;86;66;270;26.05.2020;brak
6073;254;80;3;28.07.2020;brak
6074;156;85;372;29.05.2020;brak
6075;225;66;446;14.02.2021;brak
6076;155;61;382;04.04.2021;brak
6077;12;31;83;28.12.2020;brak
6078;155;135;400;10.11.2020;brak
6079;10;97;219;15.08.2020;brak
6080;347;107;406;15.07.2020;brak
6081;357;73;352;07.11.2020;brak
6082;30;255;227;27.12.2020;brak
6083;9;178;265;04.05.2020;brak
6084;287;6;235;28.04.2021;brak
6085;226;110;351;08.10.2020;brak
6086;185;51;392;17.03.2021;brak
6087;248;287;272;02.10.2020;brak
6088;119;133;388;16.12.2020;brak
6089;456;188;267;12.01.2021;brak
6090;94;101;319;13.01.2021;brak
6091;454;245;90;20.03.2021;brak
6092;280;102;328;16.03.2021;brak
6093;55;255;353;17.04.2021;brak
6094;350;296;322;12.05.2020;brak
6095;252;247;437;15.03.2021;brak
6096;273;299;413;12.06.2020;brak
6097;15;43;372;12.02.2021;brak
6098;264;13;92;12.02.2021;brak
6099;72;119;140;10.08.2020;brak
6100;284;281;483;03.07.2020;brak
6101;360;141;49;03.09.2020;brak
6102;439;296;207;09.11.2020;brak
6103;36;235;189;10.05.2020;brak
6104;244;186;471;12.07.2020;brak
6105;137;30;334;20.07.2020;brak
6106;164;229;296;30.10.2020;brak
6107;64;145;274;30.06.2020;brak
6108;203;100;131;11.04.2021;brak
6109;68;268;351;01.06.2020;brak
6110;496;21;145;05.08.2020;brak
6111;33;79;394;13.02.2021;brak
6112;464;252;314;02.11.2020;brak
6113;484;21;112;22.04.2021;brak
6114;472;273;272;16.09.2020;brak
6115;81;103;132;02.03.2021;brak
6116;457;179;158;14.10.2020;brak
6117;319;201;243;03.12.2020;brak
6118;148;95;307;04.03.2021;brak
6119;20;249;159;31.10.2020;brak
6120;459;181;384;01.04.2021;brak
6121;365;171;456;04.12.2020;brak
6122;487;151;364;07.11.2020;brak
6123;70;215;34;19.03.2021;brak
6124;135;269;260;12.07.2020;brak
6125;202;198;50;06.11.2020;brak
6126;359;19;430;30.12.2020;brak
6127;365;40;305;27.03.2021;brak
6128;87;42;432;01.03.2021;brak
6129;126;132;500;25.12.2020;brak
6130;96;240;410;01.09.2020;brak
6131;24;214;456;18.01.2021;brak
6132;411;219;288;01.06.2020;brak
6133;79;158;135;30.12.2020;brak
6134;137;212;482;25.02.2021;brak
6135;253;108;11;19.03.2021;brak
6136;3;279;334;21.07.2020;brak
6137;486;263;231;04.08.2020;brak
6138;332;16;41;06.02.2021;brak
6139;427;270;200;17.12.2020;brak
6140;433;165;184;04.01.2021;brak
6141;343;132;426;22.08.2020;brak
6142;411;51;384;11.04.2021;brak
6143;144;174;447;24.02.2021;brak
6144;199;69;379;24.12.2020;brak
6145;76;25;62;26.05.2020;brak
6146;380;248;288;18.09.2020;brak
6147;319;185;106;11.09.2020;brak
6148;42;269;387;02.09.2020;brak
6149;224;47;102;16.06.2020;brak
6150;258;261;413;12.09.2020;brak
6151;380;232;280;22.12.2020;brak
6152;191;28;365;13.09.2020;brak
6153;427;294;205;15.12.2020;brak
6154;309;104;398;26.10.2020;brak
6155;56;101;362;24.05.2020;brak
6156;222;289;470;14.12.2020;brak
6157;159;120;448;26.12.2020;brak
6158;401;236;199;05.12.2020;brak
6159;317;219;78;04.03.2021;brak
6160;252;92;51;20.07.2020;brak
6161;2;156;76;01.08.2020;brak
6162;320;44;299;18.02.2021;brak
6163;445;15;406;21.05.2020;brak
6164;202;51;91;09.07.2020;brak
6165;274;58;195;26.11.2020;brak
6166;432;88;267;01.01.2021;brak
6167;477;276;227;21.10.2020;brak
6168;27;41;402;14.03.2021;brak
6169;5;62;479;16.05.2020;brak
6170;412;197;269;20.03.2021;brak
6171;88;121;108;11.11.2020;brak
6172;183;151;207;07.01.2021;brak
6173;6;221;348;04.02.2021;brak
6174;27;15;12;07.11.2020;brak
6175;242;186;89;30.11.2020;brak
6176;362;166;151;16.02.2021;brak
6177;78;118;283;07.11.2020;brak
6178;42;16;445;19.05.2020;brak
6179;115;264;379;06.12.2020;brak
6180;329;251;490;17.03.2021;brak
6181;363;17;153;10.06.2020;brak
6182;264;26;221;16.07.2020;brak
6183;313;280;57;03.08.2020;brak
6184;86;167;493;18.04.2021;brak
6185;88;260;312;13.09.2020;brak
6186;385;61;190;05.07.2020;brak
6187;238;237;44;13.01.2021;brak
6188;290;10;313;28.09.2020;brak
6189;476;153;297;04.06.2020;brak
6190;365;164;488;17.12.2020;brak
6191;186;63;370;02.03.2021;brak
6192;473;22;310;18.08.2020;brak
6193;132;123;114;27.06.2020;brak
6194;104;218;202;04.11.2020;brak
6195;12;276;248;30.08.2020;brak
6196;335;280;278;21.08.2020;brak
6197;335;232;71;15.10.2020;brak
6198;304;54;331;16.12.2020;brak
6199;462;227;453;10.12.2020;brak
6200;332;81;95;10.01.2021;brak
6201;344;49;428;11.04.2021;brak
6202;311;57;396;21.08.2020;brak
6203;60;299;262;21.03.2021;brak
6204;393;194;76;03.09.2020;brak
6205;446;125;327;08.04.2021;brak
6206;48;92;89;07.05.2020;brak
6207;164;44;207;03.05.2021;brak
6208;280;63;146;12.04.2021;brak
6209;388;133;487;18.07.2020;brak
6210;23;153;478;17.06.2020;brak
6211;355;285;362;08.10.2020;brak
6212;2;194;55;17.08.2020;brak
6213;304;175;255;04.07.2020;brak
6214;249;13;31;17.07.2020;brak
6215;144;125;472;03.10.2020;brak
6216;283;255;487;02.09.2020;brak
6217;149;249;69;21.05.2020;brak
6218;323;25;237;18.12.2020;brak
6219;213;235;376;08.06.2020;brak
6220;210;191;305;24.08.2020;brak
6221;401;16;324;26.12.2020;brak
6222;498;111;461;12.05.2020;brak
6223;33;240;412;06.12.2020;brak
6224;329;224;88;01.02.2021;brak
6225;353;174;53;03.03.2021;brak
6226;119;1;374;07.04.2021;brak
6227;163;223;258;09.05.2020;brak
6228;153;14;318;18.01.2021;brak
6229;421;147;261;17.08.2020;brak
6230;347;89;131;01.12.2020;brak
6231;335;29;51;09.01.2021;brak
6232;417;299;140;31.10.2020;brak
6233;63;148;413;26.10.2020;brak
6234;229;193;465;24.11.2020;brak
6235;500;156;224;14.01.2021;brak
6236;285;36;472;04.11.2020;brak
6237;412;256;388;12.01.2021;brak
6238;143;220;252;24.02.2021;brak
6239;334;17;243;26.02.2021;brak
6240;101;32;51;23.11.2020;brak
6241;481;214;414;16.12.2020;brak
6242;330;262;471;25.06.2020;brak
6243;293;72;106;04.08.2020;brak
6244;193;29;3;09.03.2021;brak
6245;140;20;31;08.05.2020;brak
6246;118;23;461;15.03.2021;brak
6247;64;143;269;21.07.2020;brak
6248;458;48;271;02.06.2020;brak
6249;379;139;376;24.09.2020;brak
6250;377;89;320;09.01.2021;brak
6251;312;175;113;07.05.2020;brak
6252;30;82;338;29.11.2020;brak
6253;96;273;327;22.03.2021;brak
6254;161;299;345;11.10.2020;brak
6255;78;215;227;21.12.2020;brak
6256;183;188;164;11.09.2020;brak
6257;419;190;161;19.04.2021;brak
6258;470;55;111;19.10.2020;brak
6259;174;291;261;08.07.2020;brak
6260;300;177;367;27.06.2020;brak
6261;486;63;432;27.11.2020;brak
6262;424;101;300;22.04.2021;brak
6263;342;145;157;07.07.2020;brak
6264;107;207;261;06.06.2020;brak
6265;358;288;177;21.01.2021;brak
6266;101;196;440;08.09.2020;brak
6267;452;159;25;24.02.2021;brak
6268;34;300;304;01.05.2021;brak
6269;371;48;205;26.03.2021;brak
6270;431;109;474;12.08.2020;brak
6271;260;125;495;06.10.2020;brak
6272;29;226;214;16.08.2020;brak
6273;94;84;48;23.05.2020;brak
6274;283;19;130;18.04.2021;brak
6275;191;69;246;25.03.2021;brak
6276;450;58;83;17.05.2020;brak
6277;29;295;418;04.08.2020;brak
6278;92;178;460;02.08.2020;brak
6279;456;135;383;30.12.2020;brak
6280;10;238;219;03.02.2021;brak
6281;417;20;165;03.10.2020;brak
6282;407;129;389;11.08.2020;brak
6283;58;54;27;02.04.2021;brak
6284;309;209;342;24.10.2020;brak
6285;228;32;12;12.09.2020;brak
6286;390;251;47;05.03.2021;brak
6287;254;214;123;05.06.2020;brak
6288;61;218;182;28.09.2020;brak
6289;139;136;443;21.01.2021;brak
6290;16;151;443;23.02.2021;brak
6291;75;144;134;31.12.2020;brak
6292;321;131;473;14.01.2021;brak
6293;75;20;416;12.02.2021;brak
6294;13;30;46;23.09.2020;brak
6295;120;229;28;25.02.2021;brak
6296;374;15;38;28.12.2020;brak
6297;318;133;385;01.06.2020;brak
