id_sprzedaz;id_sklep;id_czas;id_zamowienie;koszt_calkowity;data_dostarczenia;kod
4861;30;488;4861;5776;09.09.2020;
4862;38;264;4862;7923;20.08.2020;
4863;61;492;4863;6914;27.12.2020;
4864;7;463;4864;1420;01.08.2020;
4865;37;447;4865;6425;13.03.2021;
4866;38;112;4866;4780;20.12.2020;
4867;52;248;4867;4530;25.01.2021;
4868;35;93;4868;6197;04.09.2020;
4869;48;156;4869;6920;27.04.2021;
4870;24;183;4870;1285;23.02.2021;
4871;83;245;4871;9971;15.04.2021;
4872;75;12;4872;4095;13.09.2020;
4873;1;290;4873;6102;12.11.2020;
4874;7;353;4874;1350;27.11.2020;
4875;64;423;4875;5894;23.08.2020;
4876;17;49;4876;5639;27.02.2021;
4877;50;290;4877;6563;08.01.2021;
4878;20;84;4878;3697;24.12.2020;
4879;20;424;4879;6971;04.01.2021;
4880;99;214;4880;1612;27.10.2020;
4881;12;239;4881;751;23.01.2021;
4882;78;346;4882;874;04.01.2021;
4883;75;111;4883;4683;19.06.2020;
4884;91;154;4884;1846;02.11.2020;
4885;63;274;4885;8953;13.02.2021;
4886;72;197;4886;1215;05.12.2020;
4887;43;257;4887;377;09.02.2021;
4888;36;360;4888;8598;12.03.2021;
4889;36;144;4889;3054;04.10.2020;
4890;60;442;4890;2180;27.06.2020;
4891;64;288;4891;380;03.07.2020;
4892;99;457;4892;2997;20.02.2021;
4893;2;348;4893;9691;22.12.2020;
4894;47;298;4894;1592;07.11.2020;
4895;52;429;4895;3598;12.03.2021;
4896;47;343;4896;2676;14.09.2020;
4897;44;64;4897;9979;09.04.2021;
4898;31;277;4898;8182;06.08.2020;
4899;44;170;4899;3633;24.09.2020;
4900;38;416;4900;8120;24.01.2021;
4901;44;144;4901;8125;02.05.2020;
4902;50;30;4902;1195;16.09.2020;
4903;50;202;4903;9600;27.07.2020;
4904;89;223;4904;5755;11.11.2020;
4905;35;73;4905;1082;16.12.2020;
4906;59;497;4906;5206;30.03.2021;
4907;81;5;4907;8348;09.08.2020;
4908;36;357;4908;4281;04.05.2020;
4909;32;346;4909;9542;02.06.2020;
4910;98;432;4910;2821;30.05.2020;
4911;58;375;4911;4132;27.09.2020;
4912;35;406;4912;5357;14.02.2021;
4913;60;227;4913;8268;23.04.2021;
4914;69;59;4914;3213;31.07.2020;
4915;18;86;4915;3505;22.04.2021;
4916;75;482;4916;4472;23.02.2021;
4917;83;348;4917;9708;17.01.2021;
4918;17;350;4918;1711;11.08.2020;
4919;9;113;4919;5626;13.02.2021;
4920;35;105;4920;5405;22.09.2020;
4921;46;128;4921;8851;14.01.2021;
4922;6;305;4922;456;21.04.2021;
4923;56;4;4923;6547;17.11.2020;
4924;40;75;4924;3769;02.11.2020;
4925;68;240;4925;5778;06.03.2021;
4926;52;30;4926;215;30.09.2020;
4927;97;96;4927;3168;01.03.2021;
4928;65;159;4928;1224;19.12.2020;
4929;72;64;4929;8063;08.06.2020;
4930;28;147;4930;176;13.03.2021;
4931;94;427;4931;3821;02.12.2020;
4932;2;227;4932;8771;18.09.2020;
4933;27;228;4933;140;14.07.2020;
4934;41;48;4934;5258;10.07.2020;
4935;30;63;4935;3120;18.06.2020;
4936;58;299;4936;1494;25.01.2021;
4937;51;452;4937;6116;07.11.2020;
4938;92;35;4938;5704;29.06.2020;
4939;37;55;4939;7092;10.07.2020;
4940;87;254;4940;6815;18.07.2020;
4941;93;170;4941;9953;26.11.2020;
4942;23;178;4942;5202;21.11.2020;
4943;17;276;4943;3776;07.05.2020;
4944;33;102;4944;5231;04.03.2021;
4945;98;157;4945;3406;13.10.2020;
4946;57;89;4946;8435;28.09.2020;
4947;44;344;4947;8696;23.01.2021;
4948;95;17;4948;6643;17.10.2020;
4949;90;195;4949;5072;19.02.2021;
4950;8;150;4950;1350;08.07.2020;
4951;44;271;4951;9091;26.03.2021;
4952;99;328;4952;9511;21.12.2020;
4953;14;386;4953;8587;24.04.2021;
4954;37;423;4954;5833;02.01.2021;
4955;92;354;4955;2794;03.11.2020;
4956;20;467;4956;9481;04.11.2020;
4957;20;330;4957;296;04.03.2021;
4958;77;111;4958;1632;10.09.2020;
4959;81;255;4959;8588;31.12.2020;
4960;63;158;4960;6888;29.03.2021;
4961;88;302;4961;3309;26.12.2020;
4962;23;497;4962;1039;07.09.2020;
4963;80;53;4963;791;10.02.2021;
4964;20;451;4964;9082;02.06.2020;
4965;36;11;4965;1802;13.08.2020;
4966;88;282;4966;786;04.10.2020;
4967;21;255;4967;1109;20.05.2020;
4968;78;150;4968;9376;04.04.2021;
4969;8;98;4969;3989;24.11.2020;
4970;89;282;4970;4797;06.08.2020;
4971;64;428;4971;2854;08.02.2021;
4972;21;372;4972;9580;24.11.2020;
4973;39;302;4973;4622;25.04.2021;
4974;29;485;4974;2140;06.02.2021;
4975;46;357;4975;9566;22.08.2020;
4976;41;492;4976;7001;25.11.2020;
4977;29;180;4977;5788;03.12.2020;
4978;68;21;4978;379;27.09.2020;
4979;76;379;4979;9052;30.11.2020;
4980;14;421;4980;2040;26.12.2020;
4981;70;476;4981;4587;25.10.2020;
4982;9;194;4982;2491;08.11.2020;
4983;56;498;4983;9495;13.05.2020;
4984;73;465;4984;2975;17.12.2020;
4985;65;471;4985;7921;15.03.2021;
4986;75;392;4986;9314;25.12.2020;
4987;15;406;4987;3273;13.06.2020;
4988;19;332;4988;1785;14.07.2020;
4989;61;63;4989;1741;24.01.2021;
4990;4;36;4990;6934;17.12.2020;
4991;75;428;4991;5255;25.06.2020;
4992;88;480;4992;5033;28.01.2021;
4993;21;219;4993;4815;20.03.2021;
4994;25;472;4994;7833;01.02.2021;
4995;62;402;4995;2916;31.07.2020;
4996;28;83;4996;9642;14.09.2020;
4997;88;408;4997;7638;15.12.2020;
4998;45;287;4998;8582;10.03.2021;
4999;15;272;4999;6954;30.04.2020;
5000;72;55;5000;3315;11.07.2020;
5001;61;270;5001;4728;07.01.2021;
5002;42;250;5002;3136;09.08.2020;
5003;97;137;5003;6778;16.07.2020;
5004;27;261;5004;6741;22.01.2021;
5005;11;420;5005;1625;15.04.2021;
5006;62;139;5006;3843;06.01.2021;
5007;82;344;5007;9731;05.01.2021;
5008;72;345;5008;7963;16.05.2020;
5009;34;270;5009;9998;27.04.2021;
5010;86;340;5010;9084;22.12.2020;
5011;17;25;5011;6900;05.08.2020;
5012;99;404;5012;8449;19.12.2020;
5013;68;370;5013;3045;10.10.2020;
5014;100;250;5014;2726;21.11.2020;
5015;72;494;5015;566;11.01.2021;
5016;5;328;5016;643;29.05.2020;
5017;86;406;5017;4377;16.07.2020;
5018;7;369;5018;6352;15.02.2021;
5019;83;341;5019;6281;28.03.2021;
5020;63;252;5020;4226;29.11.2020;
5021;80;325;5021;8676;27.01.2021;
5022;69;489;5022;7487;22.07.2020;
5023;13;381;5023;5413;10.01.2021;
5024;59;123;5024;3338;07.12.2020;
5025;91;51;5025;8292;23.12.2020;
5026;28;344;5026;3535;31.12.2020;
5027;17;168;5027;3918;27.02.2021;
5028;93;200;5028;805;12.02.2021;
5029;78;40;5029;5165;17.05.2020;
5030;50;400;5030;8689;23.09.2020;
5031;52;129;5031;3501;11.07.2020;
5032;71;376;5032;5241;04.01.2021;
5033;30;354;5033;3876;04.08.2020;
5034;44;471;5034;4926;20.04.2021;
5035;5;202;5035;1315;04.11.2020;
5036;31;336;5036;5063;21.06.2020;
5037;57;49;5037;2226;26.06.2020;
5038;3;163;5038;2490;05.08.2020;
5039;19;362;5039;7861;10.02.2021;
5040;28;255;5040;1379;28.09.2020;
5041;78;500;5041;444;15.09.2020;
5042;72;173;5042;2953;25.03.2021;
5043;80;79;5043;5118;12.10.2020;
5044;53;392;5044;5601;08.05.2020;
5045;51;492;5045;2949;19.05.2020;
5046;7;83;5046;1929;19.06.2020;
5047;72;131;5047;4980;03.02.2021;
5048;20;331;5048;2180;11.03.2021;
5049;92;363;5049;9291;18.12.2020;
5050;81;85;5050;2708;06.10.2020;
5051;8;9;5051;8475;28.01.2021;
5052;95;357;5052;8595;20.08.2020;
5053;56;480;5053;1206;07.04.2021;
5054;90;429;5054;4102;16.09.2020;
5055;95;325;5055;9626;30.07.2020;
5056;100;144;5056;1722;13.03.2021;
5057;61;456;5057;7073;19.07.2020;
5058;44;114;5058;5255;23.04.2021;
5059;93;197;5059;7872;03.09.2020;
5060;4;155;5060;1893;16.02.2021;
5061;77;422;5061;3538;06.01.2021;
5062;8;252;5062;7890;27.02.2021;
5063;85;365;5063;429;14.05.2020;
5064;12;205;5064;1505;08.10.2020;
5065;97;178;5065;6288;10.02.2021;
5066;28;308;5066;6791;23.08.2020;
5067;35;212;5067;9767;31.10.2020;
5068;92;400;5068;8869;16.09.2020;
5069;71;13;5069;2108;12.03.2021;
5070;56;144;5070;9271;18.02.2021;
5071;12;32;5071;3608;07.02.2021;
5072;37;369;5072;3874;10.08.2020;
5073;14;372;5073;8669;25.06.2020;
5074;87;386;5074;9375;26.01.2021;
5075;50;313;5075;2466;21.11.2020;
5076;6;88;5076;6167;25.08.2020;
5077;94;387;5077;2338;17.04.2021;
5078;4;403;5078;9124;04.01.2021;
5079;98;418;5079;179;22.02.2021;
5080;63;418;5080;9003;31.01.2021;
5081;77;335;5081;2796;17.03.2021;
5082;29;21;5082;180;27.05.2020;
5083;54;34;5083;6276;19.12.2020;
5084;6;142;5084;2847;07.03.2021;
5085;73;312;5085;6753;01.04.2021;
5086;16;26;5086;8164;03.12.2020;
5087;20;82;5087;2255;22.03.2021;
5088;35;107;5088;858;04.12.2020;
5089;73;97;5089;1862;16.01.2021;
5090;77;26;5090;5825;08.10.2020;
5091;37;223;5091;3198;06.08.2020;
5092;12;173;5092;4588;09.03.2021;
5093;36;404;5093;255;10.02.2021;
5094;80;16;5094;2019;16.04.2021;
5095;100;63;5095;4239;22.11.2020;
5096;48;11;5096;7405;24.02.2021;
5097;8;42;5097;3587;16.10.2020;
5098;56;39;5098;5228;28.06.2020;
5099;82;130;5099;1983;02.07.2020;
5100;56;212;5100;858;11.01.2021;
5101;36;441;5101;2463;21.12.2020;
5102;24;36;5102;6826;20.04.2021;
5103;32;140;5103;1552;18.06.2020;
5104;66;164;5104;6168;24.11.2020;
5105;27;41;5105;5445;09.10.2020;
5106;15;199;5106;1572;19.12.2020;
5107;29;254;5107;8741;23.05.2020;
5108;14;427;5108;1348;11.01.2021;
5109;65;269;5109;7134;23.07.2020;
5110;38;17;5110;9106;28.06.2020;
5111;60;394;5111;4223;02.10.2020;
5112;83;327;5112;7207;03.11.2020;
5113;34;262;5113;164;26.07.2020;
5114;5;17;5114;3849;27.12.2020;
5115;76;104;5115;1069;12.04.2021;
5116;62;298;5116;9847;07.07.2020;
5117;46;405;5117;5725;31.10.2020;
5118;56;267;5118;5943;09.08.2020;
5119;96;379;5119;1109;23.12.2020;
5120;18;420;5120;4935;12.07.2020;
5121;64;342;5121;3871;08.04.2021;
5122;4;365;5122;1184;17.04.2021;
5123;11;49;5123;3809;08.12.2020;
5124;97;446;5124;814;08.10.2020;
5125;39;194;5125;9958;28.10.2020;
5126;52;444;5126;6565;01.06.2020;
5127;45;74;5127;3818;11.09.2020;
5128;99;77;5128;4740;10.07.2020;
5129;76;278;5129;5670;07.04.2021;
5130;16;239;5130;3437;18.07.2020;
5131;86;93;5131;5978;14.02.2021;
5132;96;256;5132;1522;05.06.2020;
5133;70;314;5133;6389;25.10.2020;
5134;82;254;5134;4395;07.10.2020;
5135;66;292;5135;6842;19.05.2020;
5136;94;4;5136;8293;13.11.2020;
5137;26;304;5137;5065;08.09.2020;
5138;7;47;5138;5846;13.01.2021;
5139;64;488;5139;416;02.03.2021;
5140;45;182;5140;1860;04.10.2020;
5141;84;114;5141;5108;31.03.2021;
5142;20;194;5142;5367;10.01.2021;
5143;45;53;5143;6380;12.05.2020;
5144;29;153;5144;7739;30.11.2020;
5145;51;337;5145;9950;14.06.2020;
5146;76;211;5146;5321;22.11.2020;
5147;26;95;5147;1825;13.07.2020;
5148;8;230;5148;7122;08.01.2021;
5149;85;163;5149;9046;08.03.2021;
5150;49;238;5150;457;05.08.2020;
5151;91;52;5151;4835;06.10.2020;
5152;37;393;5152;1353;15.06.2020;
5153;46;169;5153;7792;23.09.2020;
5154;54;181;5154;5077;13.08.2020;
5155;20;135;5155;3759;01.09.2020;
5156;83;260;5156;4379;28.02.2021;
5157;80;417;5157;8199;07.08.2020;
5158;41;245;5158;8062;04.01.2021;
5159;2;280;5159;9726;06.11.2020;
5160;34;307;5160;5259;14.07.2020;
5161;63;12;5161;830;14.03.2021;
5162;52;455;5162;7596;25.10.2020;
5163;89;110;5163;2175;03.07.2020;
5164;62;84;5164;4477;04.02.2021;
5165;97;251;5165;9167;27.07.2020;
5166;41;351;5166;6090;04.06.2020;
5167;50;247;5167;226;23.09.2020;
5168;93;436;5168;1355;07.01.2021;
5169;90;327;5169;369;20.10.2020;
5170;71;500;5170;811;06.01.2021;
5171;97;318;5171;4116;01.07.2020;
5172;31;395;5172;709;03.11.2020;
5173;82;310;5173;6623;10.08.2020;
5174;27;112;5174;3158;18.05.2020;
5175;72;374;5175;9271;18.03.2021;
5176;17;333;5176;8095;18.12.2020;
5177;12;36;5177;4242;14.03.2021;
5178;91;98;5178;6845;18.10.2020;
5179;92;50;5179;2622;03.12.2020;
5180;98;303;5180;9417;22.01.2021;
5181;23;207;5181;8508;09.09.2020;
5182;94;400;5182;7071;06.11.2020;
5183;67;244;5183;214;03.04.2021;
5184;67;30;5184;9130;25.07.2020;
5185;92;136;5185;5510;05.11.2020;
5186;92;276;5186;1260;13.01.2021;
5187;6;115;5187;2309;25.12.2020;
5188;92;208;5188;6686;30.11.2020;
5189;88;122;5189;4434;20.05.2020;
5190;94;40;5190;2820;05.12.2020;
5191;93;351;5191;8814;18.04.2021;
5192;19;448;5192;3770;13.04.2021;
5193;45;457;5193;9702;22.11.2020;
5194;24;412;5194;7789;21.10.2020;
5195;38;483;5195;7137;28.07.2020;
5196;31;69;5196;3852;07.03.2021;
5197;97;256;5197;8550;21.09.2020;
5198;14;185;5198;8909;02.10.2020;
5199;6;285;5199;9469;05.08.2020;
5200;83;205;5200;9628;10.12.2020;
5201;92;109;5201;7193;04.11.2020;
5202;90;185;5202;1629;02.09.2020;
5203;74;391;5203;552;15.08.2020;
5204;85;168;5204;2040;31.08.2020;
5205;2;330;5205;2356;20.05.2020;
5206;33;120;5206;3130;28.10.2020;
5207;4;143;5207;1228;26.06.2020;
5208;92;253;5208;6066;23.12.2020;
5209;44;320;5209;897;04.02.2021;
5210;60;491;5210;9798;25.11.2020;
5211;68;173;5211;3846;29.01.2021;
5212;65;5;5212;8945;15.10.2020;
5213;54;344;5213;6714;05.09.2020;
5214;11;44;5214;2384;05.09.2020;
5215;14;499;5215;7721;09.04.2021;
5216;66;337;5216;9258;18.04.2021;
5217;19;308;5217;5447;12.05.2020;
5218;46;207;5218;4508;21.08.2020;
5219;66;422;5219;6082;08.12.2020;
5220;6;51;5220;7943;20.05.2020;
5221;17;208;5221;2813;11.10.2020;
5222;15;141;5222;1122;23.09.2020;
5223;39;341;5223;1793;12.11.2020;
5224;44;24;5224;3765;23.12.2020;
5225;52;65;5225;5069;05.07.2020;
5226;63;318;5226;892;05.01.2021;
5227;22;489;5227;569;07.06.2020;
5228;58;74;5228;7132;08.09.2020;
5229;2;21;5229;4512;19.10.2020;
5230;75;368;5230;8625;19.12.2020;
5231;48;83;5231;6511;02.11.2020;
5232;37;248;5232;4476;17.06.2020;
5233;55;480;5233;6409;25.05.2020;
5234;80;273;5234;8723;04.06.2020;
5235;41;295;5235;673;25.11.2020;
5236;45;329;5236;2212;13.02.2021;
5237;65;308;5237;2218;14.11.2020;
5238;56;164;5238;7908;26.02.2021;
5239;7;376;5239;3364;15.10.2020;
5240;29;76;5240;4513;29.10.2020;
5241;97;406;5241;6712;02.07.2020;
5242;87;276;5242;9613;06.02.2021;
5243;36;354;5243;290;23.11.2020;
5244;81;318;5244;8074;26.05.2020;
5245;14;147;5245;3992;02.12.2020;
5246;52;486;5246;6138;30.01.2021;
5247;23;291;5247;4712;28.07.2020;
5248;12;138;5248;713;13.10.2020;
5249;11;434;5249;6578;17.05.2020;
5250;10;451;5250;1796;14.09.2020;
5251;5;425;5251;8680;13.11.2020;
5252;26;252;5252;447;08.08.2020;
5253;77;157;5253;672;11.12.2020;
5254;15;74;5254;7866;20.12.2020;
5255;16;141;5255;7809;17.04.2021;
5256;93;417;5256;5961;28.03.2021;
5257;1;303;5257;4215;23.10.2020;
5258;65;6;5258;8010;22.02.2021;
5259;79;32;5259;2024;27.04.2021;
5260;45;280;5260;3725;30.06.2020;
5261;41;93;5261;7616;06.06.2020;
5262;36;425;5262;3189;02.04.2021;
5263;19;9;5263;7682;16.06.2020;
5264;28;101;5264;9864;03.06.2020;
5265;19;148;5265;1019;08.10.2020;
5266;77;456;5266;6532;06.07.2020;
5267;7;285;5267;3910;20.09.2020;
5268;87;133;5268;4965;08.03.2021;
5269;8;250;5269;3682;22.06.2020;
5270;80;144;5270;2001;17.03.2021;
5271;26;148;5271;1074;29.03.2021;
5272;34;412;5272;6183;02.09.2020;
5273;3;372;5273;6937;02.12.2020;
5274;36;143;5274;6819;09.06.2020;
5275;15;149;5275;5252;02.05.2020;
5276;46;87;5276;6731;28.03.2021;
5277;29;226;5277;326;05.04.2021;
5278;16;185;5278;7340;05.09.2020;
5279;71;485;5279;1636;30.12.2020;
5280;22;305;5280;4137;13.02.2021;
5281;66;496;5281;6312;14.11.2020;
5282;21;346;5282;5446;28.12.2020;
5283;72;97;5283;6725;21.01.2021;
5284;30;384;5284;6042;21.02.2021;
5285;34;89;5285;7760;21.06.2020;
5286;44;236;5286;100;29.05.2020;
5287;14;390;5287;7397;23.01.2021;
5288;2;436;5288;786;26.10.2020;
5289;31;3;5289;8997;17.03.2021;
5290;31;120;5290;4656;13.05.2020;
5291;35;435;5291;1318;28.11.2020;
5292;87;365;5292;787;31.07.2020;
5293;98;452;5293;888;11.10.2020;
5294;69;127;5294;5459;01.02.2021;
5295;50;335;5295;3843;30.01.2021;
5296;34;78;5296;318;29.03.2021;
5297;58;121;5297;2724;03.11.2020;
5298;29;310;5298;5791;23.01.2021;
5299;18;314;5299;4073;28.06.2020;
5300;77;453;5300;2014;23.01.2021;
5301;74;232;5301;1682;28.01.2021;
5302;94;409;5302;7596;07.02.2021;
5303;66;63;5303;9616;04.04.2021;
5304;46;86;5304;4729;27.04.2021;
5305;47;43;5305;8898;28.01.2021;
5306;33;88;5306;8265;15.06.2020;
5307;47;406;5307;4939;19.10.2020;
5308;64;371;5308;7870;08.10.2020;
5309;42;309;5309;4567;11.11.2020;
5310;37;426;5310;1996;15.09.2020;
5311;36;496;5311;6611;03.09.2020;
5312;92;383;5312;2156;17.11.2020;
5313;37;257;5313;8592;21.08.2020;
5314;45;141;5314;1026;25.02.2021;
5315;27;401;5315;3794;11.01.2021;
5316;73;294;5316;9531;27.08.2020;
5317;95;151;5317;4029;11.03.2021;
5318;5;220;5318;8591;18.12.2020;
5319;65;399;5319;8320;22.07.2020;
5320;68;246;5320;2896;20.09.2020;
5321;42;340;5321;5888;14.12.2020;
5322;61;318;5322;8320;05.08.2020;
5323;94;178;5323;1277;31.08.2020;
5324;29;418;5324;7953;13.04.2021;
5325;46;294;5325;161;22.05.2020;
5326;27;231;5326;864;11.04.2021;
5327;20;495;5327;4680;17.04.2021;
5328;25;133;5328;5760;30.07.2020;
5329;59;203;5329;2960;02.07.2020;
5330;31;79;5330;1099;30.04.2020;
5331;50;234;5331;1086;17.09.2020;
5332;90;233;5332;5244;03.05.2020;
5333;60;181;5333;8551;15.12.2020;
5334;63;261;5334;7655;13.07.2020;
5335;12;314;5335;9362;08.11.2020;
5336;34;363;5336;3843;12.02.2021;
5337;75;372;5337;9275;22.11.2020;
5338;20;59;5338;6860;11.05.2020;
5339;11;30;5339;4537;03.05.2020;
5340;61;351;5340;4935;18.09.2020;
5341;84;204;5341;8805;01.10.2020;
5342;19;5;5342;5954;08.06.2020;
5343;39;326;5343;1022;27.04.2021;
5344;60;216;5344;2457;04.12.2020;
5345;20;420;5345;2721;10.04.2021;
5346;47;377;5346;7658;11.02.2021;
5347;98;347;5347;1465;17.02.2021;
5348;8;335;5348;5253;11.11.2020;
5349;31;123;5349;8270;09.02.2021;
5350;26;346;5350;3351;28.03.2021;
5351;35;363;5351;9583;01.04.2021;
5352;43;283;5352;4232;18.02.2021;
5353;9;292;5353;8420;01.04.2021;
5354;4;271;5354;4884;22.09.2020;
5355;4;353;5355;8397;22.03.2021;
5356;90;189;5356;4282;13.04.2021;
5357;93;284;5357;4562;21.01.2021;
5358;41;95;5358;5845;22.04.2021;
5359;80;351;5359;2832;15.04.2021;
5360;85;1;5360;3936;14.06.2020;
5361;98;4;5361;5793;24.12.2020;
5362;73;280;5362;533;07.03.2021;
5363;40;360;5363;486;25.10.2020;
5364;94;431;5364;5827;08.04.2021;
5365;50;2;5365;4804;04.03.2021;
5366;13;382;5366;7741;16.06.2020;
5367;27;238;5367;859;12.09.2020;
5368;77;39;5368;723;08.03.2021;
5369;31;452;5369;1474;15.07.2020;
5370;1;355;5370;5123;09.01.2021;
5371;26;408;5371;5359;22.03.2021;
5372;16;416;5372;1363;14.02.2021;
5373;70;302;5373;3147;19.08.2020;
5374;97;148;5374;7862;20.08.2020;
5375;74;66;5375;4472;01.08.2020;
5376;61;315;5376;3427;10.09.2020;
5377;80;113;5377;771;11.08.2020;
5378;18;436;5378;4405;02.01.2021;
5379;81;225;5379;7599;24.11.2020;
5380;14;428;5380;2990;16.07.2020;
5381;59;130;5381;6971;04.11.2020;
5382;98;456;5382;4771;08.08.2020;
5383;26;487;5383;4577;07.07.2020;
5384;82;307;5384;3461;15.12.2020;
5385;70;52;5385;5580;26.04.2021;
5386;32;330;5386;5844;07.03.2021;
5387;29;299;5387;3196;07.07.2020;
5388;86;48;5388;2038;04.10.2020;
5389;92;483;5389;9517;22.11.2020;
5390;54;404;5390;672;17.07.2020;
5391;96;354;5391;3415;09.07.2020;
5392;62;126;5392;5744;27.09.2020;
5393;91;72;5393;8603;01.08.2020;
5394;65;306;5394;5768;25.04.2021;
5395;10;233;5395;5181;11.05.2020;
5396;75;247;5396;7137;08.10.2020;
5397;91;198;5397;3861;18.08.2020;
5398;5;371;5398;9671;23.11.2020;
5399;51;269;5399;4059;24.06.2020;
5400;90;25;5400;9131;18.01.2021;
5401;92;82;5401;772;21.01.2021;
5402;62;193;5402;9644;23.02.2021;
5403;17;230;5403;1313;27.09.2020;
5404;69;162;5404;7413;28.06.2020;
5405;18;494;5405;3081;21.02.2021;
5406;3;131;5406;2905;02.09.2020;
5407;30;381;5407;4106;03.05.2020;
5408;32;333;5408;9561;19.04.2021;
5409;78;448;5409;1297;02.04.2021;
5410;1;45;5410;6792;11.07.2020;
5411;53;54;5411;2368;17.08.2020;
5412;56;151;5412;6447;20.02.2021;
5413;36;172;5413;5026;08.04.2021;
5414;32;444;5414;5865;25.07.2020;
5415;61;472;5415;1162;03.03.2021;
5416;92;248;5416;2110;23.11.2020;
5417;33;87;5417;8953;04.03.2021;
5418;5;45;5418;8974;14.12.2020;
5419;38;264;5419;3569;23.09.2020;
5420;77;310;5420;8932;21.02.2021;
5421;72;281;5421;8284;14.11.2020;
5422;18;349;5422;4614;16.01.2021;
5423;14;181;5423;3797;31.01.2021;
5424;12;244;5424;1662;27.09.2020;
5425;46;392;5425;4567;07.06.2020;
5426;30;153;5426;6092;25.09.2020;
5427;84;84;5427;7023;18.10.2020;
5428;17;104;5428;2698;16.09.2020;
5429;97;250;5429;1331;04.08.2020;
5430;5;97;5430;8848;20.10.2020;
5431;89;433;5431;4793;01.04.2021;
5432;46;334;5432;4240;05.03.2021;
5433;35;365;5433;7738;17.12.2020;
5434;41;134;5434;899;13.11.2020;
5435;78;24;5435;3088;06.06.2020;
5436;71;224;5436;5838;25.11.2020;
5437;19;277;5437;5386;18.12.2020;
5438;18;467;5438;4317;03.01.2021;
5439;70;168;5439;4072;04.10.2020;
5440;73;329;5440;6459;11.07.2020;
5441;72;256;5441;9822;04.11.2020;
5442;85;78;5442;8749;29.08.2020;
5443;18;51;5443;3174;18.10.2020;
5444;71;232;5444;5623;30.05.2020;
5445;31;422;5445;2773;04.09.2020;
5446;87;9;5446;3645;27.06.2020;
5447;12;105;5447;7141;29.05.2020;
5448;14;33;5448;6624;08.04.2021;
5449;23;142;5449;3003;08.08.2020;
5450;52;239;5450;836;13.07.2020;
5451;48;138;5451;901;30.05.2020;
5452;76;214;5452;2975;22.03.2021;
5453;20;494;5453;1158;15.04.2021;
5454;81;418;5454;4045;21.01.2021;
5455;64;3;5455;5527;20.10.2020;
5456;10;390;5456;3812;07.10.2020;
5457;64;132;5457;6058;13.06.2020;
5458;74;376;5458;7065;19.05.2020;
5459;32;166;5459;7402;25.07.2020;
5460;92;212;5460;1664;06.06.2020;
5461;42;433;5461;7318;09.07.2020;
5462;54;7;5462;9991;27.07.2020;
5463;99;49;5463;7740;03.12.2020;
5464;18;493;5464;3899;25.08.2020;
5465;16;196;5465;4584;23.05.2020;
5466;56;497;5466;2458;29.09.2020;
5467;44;374;5467;6903;31.01.2021;
5468;43;304;5468;6939;09.05.2020;
5469;13;81;5469;2559;24.12.2020;
5470;71;181;5470;3423;05.09.2020;
5471;100;323;5471;6210;14.04.2021;
5472;55;431;5472;2601;17.01.2021;
5473;63;111;5473;5970;10.03.2021;
5474;74;197;5474;7054;29.06.2020;
5475;26;42;5475;7239;08.02.2021;
5476;51;34;5476;2646;19.06.2020;
5477;95;22;5477;7174;05.06.2020;
5478;2;78;5478;3507;24.04.2021;
5479;64;482;5479;3593;19.01.2021;
5480;27;225;5480;5627;09.02.2021;
5481;96;182;5481;7619;06.07.2020;
5482;97;280;5482;5546;17.10.2020;
5483;32;286;5483;5961;19.06.2020;
5484;60;442;5484;4423;11.05.2020;
5485;51;498;5485;381;08.02.2021;
5486;33;282;5486;3575;23.11.2020;
5487;4;227;5487;7266;25.10.2020;
5488;60;157;5488;2410;31.03.2021;
5489;27;215;5489;1519;05.02.2021;
5490;43;257;5490;3058;30.09.2020;
5491;6;255;5491;2944;08.10.2020;
5492;62;431;5492;9895;17.02.2021;
5493;86;188;5493;7837;28.08.2020;
5494;52;332;5494;441;08.05.2020;
5495;65;289;5495;943;28.01.2021;
5496;12;52;5496;3346;03.09.2020;
5497;68;147;5497;9507;11.06.2020;
5498;17;119;5498;3124;20.09.2020;
5499;47;344;5499;9048;28.12.2020;
5500;18;133;5500;3535;02.12.2020;
5501;42;25;5501;7577;06.02.2021;
5502;33;352;5502;6769;27.02.2021;
5503;10;165;5503;1494;14.08.2020;
5504;24;495;5504;1593;21.11.2020;
5505;4;2;5505;1821;22.10.2020;
5506;64;106;5506;5860;17.11.2020;
5507;10;202;5507;1712;09.06.2020;
5508;64;8;5508;4395;04.10.2020;
5509;29;38;5509;7868;27.09.2020;
5510;25;45;5510;7683;19.08.2020;
5511;19;215;5511;2529;26.12.2020;
5512;79;58;5512;5933;21.01.2021;
5513;54;200;5513;199;22.10.2020;
5514;44;329;5514;1863;15.09.2020;
5515;36;245;5515;1486;17.09.2020;
5516;47;371;5516;8299;30.12.2020;
5517;55;185;5517;7381;14.06.2020;
5518;56;84;5518;6501;12.02.2021;
5519;68;316;5519;9542;26.01.2021;
5520;77;480;5520;5550;11.03.2021;
5521;13;494;5521;375;31.10.2020;
5522;63;483;5522;7699;24.07.2020;
5523;59;463;5523;6918;30.10.2020;
5524;78;33;5524;7065;24.05.2020;
5525;26;48;5525;8531;08.07.2020;
5526;54;67;5526;7295;29.01.2021;
5527;63;386;5527;2937;26.01.2021;
